日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260209,15:30,4385,メルカリ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550998.pdf"", ""FY2026.6 2Q 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/4385_1530_メルカリ_FY2026.6 2Q 決算説明資料.pdf"", ""FY2026.6 2Q 決算説明資料"")",上方修正,4,5 6 10 23,説明資料,https://www.release.tdnet.info/inbs/140120260206550998.pdf
20260209,14:00,5805,SWCC,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551746.pdf"", ""2026年3月期 第3四半期決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260209/5805_1400_SWCC_2026年3月期 第3四半期決算補足説明資料.pdf"", ""2026年3月期 第3四半期決算補足説明資料"")",大幅 価格転嫁 増産,4,4 7 9 10,説明資料,https://www.release.tdnet.info/inbs/140120260209551746.pdf
20260209,15:30,6046,G-リンクバル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551772.pdf"", ""2026年9月期第1四半期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260209/6046_1530_G-リンクバル_2026年9月期第1四半期 決算補足説明資料.pdf"", ""2026年9月期第1四半期 決算補足説明資料"")",想定以上 大幅 計画を上 計画以 シェア拡大,4,5 6 11 21,説明資料,https://www.release.tdnet.info/inbs/140120260209551772.pdf
20260209,12:00,6817,スミダ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549069.pdf"", ""2025年12月期第4四半期及び通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/6817_1200_スミダ_2025年12月期第4四半期及び通期決算説明資料.pdf"", ""2025年12月期第4四半期及び通期決算説明資料"")",大幅 増産,4,4 5 19 25,説明資料,https://www.release.tdnet.info/inbs/140120260205549069.pdf
20260209,15:30,9434,ソフトバンク,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551388.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/9434_1530_ソフトバンク_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",上方修正 価格交渉,4,8 10 22 42,決算短信,https://www.release.tdnet.info/inbs/140120260209551388.pdf
20260209,14:00,3566,G-ユニネク,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551845.pdf"", ""2025年12月期通期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/3566_1400_G-ユニネク_2025年12月期通期決算説明資料.pdf"", ""2025年12月期通期決算説明資料"")",大幅 シェア拡大,3,8 9 23,説明資料,https://www.release.tdnet.info/inbs/140120260209551845.pdf
20260209,14:00,4186,東応化,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551576.pdf"", ""TOKグループ中期経営計画「tok 中期計画 2027」の見直しに関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/4186_1400_東応化_TOKグループ中期経営計画「tok 中期計画 2027」の見直しに関するお知らせ.pdf"", ""TOKグループ中期経営計画「tok 中期計画 2027」の見直しに関するお知らせ"")",上方修正 シェア拡大,3,3 8 13,その他,https://www.release.tdnet.info/inbs/140120260209551576.pdf
20260209,08:00,4588,G-オンコリスバイオ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260208551121.pdf"", ""決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260209/4588_0800_G-オンコリスバイオ_決算説明会資料.pdf"", ""決算説明会資料"")",悪化 未達,3,2 4 32,その他,https://www.release.tdnet.info/inbs/140120260208551121.pdf
20260209,14:00,5142,アキレス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550524.pdf"", ""2026年3月期 第3四半期 決算概要"")","=HYPERLINK(""pdf_tmp/20260209/5142_1400_アキレス_2026年3月期 第3四半期 決算概要.pdf"", ""2026年3月期 第3四半期 決算概要"")",価格改定 大幅 悪化,3,4 7 10,その他,https://www.release.tdnet.info/inbs/140120260206550524.pdf
20260209,08:30,5214,日電硝,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206551061.pdf"", ""2025年12月期決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260209/5214_0830_日電硝_2025年12月期決算説明会資料.pdf"", ""2025年12月期決算説明会資料"")",価格改定 シェア拡大,3,4 7 10,その他,https://www.release.tdnet.info/inbs/140120260206551061.pdf
20260209,15:30,5463,丸一鋼管,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206551027.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/5463_1530_丸一鋼管_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅 悪化 価格転嫁 需要回復 需要の回復 下方修正 未達 需要が増,3,4 5 6,決算短信,https://www.release.tdnet.info/inbs/140120260206551027.pdf
20260209,14:30,5713,住友鉱,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551516.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/5713_1430_住友鉱_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",増産 大幅 悪化,3,4 5 6,決算短信,https://www.release.tdnet.info/inbs/140120260209551516.pdf
20260209,15:30,5715,古河機金,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260204547285.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/5715_1530_古河機金_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化 価格改定 需要の回復 上方修正 計画を下,3,5 6 7,決算短信,https://www.release.tdnet.info/inbs/140120260204547285.pdf
20260209,15:30,6031,G-ZETA,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550227.pdf"", ""2025年12月期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/6031_1530_G-ZETA_2025年12月期決算説明資料.pdf"", ""2025年12月期決算説明資料"")",未達,3,2 4 6,説明資料,https://www.release.tdnet.info/inbs/140120260206550227.pdf
20260209,15:30,6551,ツナグGHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551759.pdf"", ""2026年9月期 第1四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/6551_1530_ツナグGHD_2026年9月期 第1四半期決算説明資料.pdf"", ""2026年9月期 第1四半期決算説明資料"")",想定以上 価格交渉 大幅,3,9 12 30,説明資料,https://www.release.tdnet.info/inbs/140120260209551759.pdf
20260209,15:30,6588,東芝テック,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551275.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/6588_1530_東芝テック_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",悪化 価格改定 大幅 上方修正 下方修正,3,4 5 6,決算短信,https://www.release.tdnet.info/inbs/140120260209551275.pdf
20260209,14:30,8101,GSIクレオス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549047.pdf"", ""2026年3月期 第3四半期 決算補足資料"")","=HYPERLINK(""pdf_tmp/20260209/8101_1430_GSIクレオス_2026年3月期 第3四半期 決算補足資料.pdf"", ""2026年3月期 第3四半期 決算補足資料"")",上方修正 価格改定 需要が低,3,2 5 9,その他,https://www.release.tdnet.info/inbs/140120260205549047.pdf
20260209,13:00,9273,コーア商事HD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551188.pdf"", ""2026年6月期 第2四半期 決算補足資料"")","=HYPERLINK(""pdf_tmp/20260209/9273_1300_コーア商事HD_2026年6月期 第2四半期 決算補足資料.pdf"", ""2026年6月期 第2四半期 決算補足資料"")",シェア拡大,3,2 5 6,その他,https://www.release.tdnet.info/inbs/140120260209551188.pdf
20260209,15:30,1333,マルハニチロ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550934.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/1333_1530_マルハニチロ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",上方修正,2,1 4,決算短信,https://www.release.tdnet.info/inbs/140120260206550934.pdf
20260209,15:30,1893,五洋建,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551339.pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/1893_1530_五洋建_2026年3月期第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔日本基準〕(連結)"")",大幅,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260209551339.pdf
20260209,13:00,2117,ウェルネオシュガー,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260130543697.pdf"", ""2026年3月期第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/2117_1300_ウェルネオシュガー_2026年3月期第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期第3四半期決算短信〔IFRS〕(連結)"")",増産,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260130543697.pdf
20260209,15:30,2268,サーティワン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550903.pdf"", ""2025年12月期  決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/2268_1530_サーティワン_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期  決算短信〔日本基準〕(連結)"")",悪化 価格改定,2,15 16,決算短信,https://www.release.tdnet.info/inbs/140120260206550903.pdf
20260209,12:00,2602,日清オイリオ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550526.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/2602_1200_日清オイリオ_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 需要回復 悪化,2,5 6,決算短信,https://www.release.tdnet.info/inbs/140120260206550526.pdf
20260209,15:00,3131,シンデンハイテク,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205549262.pdf"", ""2026年3月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/3131_1500_シンデンハイテク_2026年3月期 第3四半期決算説明資料.pdf"", ""2026年3月期 第3四半期決算説明資料"")",大幅 悪化,2,2 7,説明資料,https://www.release.tdnet.info/inbs/140120260205549262.pdf
20260209,15:30,3154,メディアスHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551872.pdf"", ""2026年6月期中間決算説明資料"")","=HYPERLINK(""pdf_tmp/20260209/3154_1530_メディアスHD_2026年6月期中間決算説明資料.pdf"", ""2026年6月期中間決算説明資料"")",価格交渉 悪化,2,19 43,説明資料,https://www.release.tdnet.info/inbs/140120260209551872.pdf
20260209,08:00,3556,G-リネットジャパン,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206551063.pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/3556_0800_G-リネットジャパン_2026年9月期 第1四半期決算短信〔日本基準〕(連結).pdf"", ""2026年9月期 第1四半期決算短信〔日本基準〕(連結)"")",大幅 上方修正,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260206551063.pdf
20260209,15:30,3970,G-イノベーション,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552021.pdf"", ""2026年3月期第3四半期 決算補足資料(スマートフォン版サマリ)"")","=HYPERLINK(""pdf_tmp/20260209/3970_1530_G-イノベーション_2026年3月期第3四半期 決算補足資料(スマートフォン版サマリ).pdf"", ""2026年3月期第3四半期 決算補足資料(スマートフォン版サマリ)"")",上方修正 下方修正,2,3 4,その他,https://www.release.tdnet.info/inbs/140120260209552021.pdf
20260209,13:00,4025,多木化学,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260126538171.pdf"", ""令和7年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/4025_1300_多木化学_令和7年12月期 決算短信〔日本基準〕(連結).pdf"", ""令和7年12月期 決算短信〔日本基準〕(連結)"")",値上 大幅 上方修正,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260126538171.pdf
20260209,13:00,4025,多木化学,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550633.pdf"", ""資本コストや株価を意識した経営の実現に向けた対応について"")","=HYPERLINK(""pdf_tmp/20260209/4025_1300_多木化学_資本コストや株価を意識した経営の実現に向けた対応について.pdf"", ""資本コストや株価を意識した経営の実現に向けた対応について"")",値上 大幅 上方修正,2,1 2,資本コストや株価,https://www.release.tdnet.info/inbs/140120260206550633.pdf
20260209,14:00,4186,東応化,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551175.pdf"", ""2025年12月期決算短信 〔日本基準〕<連結>"")","=HYPERLINK(""pdf_tmp/20260209/4186_1400_東応化_2025年12月期決算短信 〔日本基準〕_連結_.pdf"", ""2025年12月期決算短信 〔日本基準〕<連結>"")",大幅,2,4 5,決算短信,https://www.release.tdnet.info/inbs/140120260209551175.pdf
20260209,15:30,4523,エーザイ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551213.pdf"", ""2025年度第3四半期 決算説明会資料"")","=HYPERLINK(""pdf_tmp/20260209/4523_1530_エーザイ_2025年度第3四半期 決算説明会資料.pdf"", ""2025年度第3四半期 決算説明会資料"")",大幅 トップシェア,2,6 9,その他,https://www.release.tdnet.info/inbs/140120260209551213.pdf
20260209,15:30,4523,エーザイ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551165.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/4523_1530_エーザイ_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",大幅,2,5 9,決算短信,https://www.release.tdnet.info/inbs/140120260209551165.pdf
20260209,14:00,4635,東インキ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260123537940.pdf"", ""2026年3月期通期連結業績予想および期末配当予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/4635_1400_東インキ_2026年3月期通期連結業績予想および期末配当予想の修正に関するお知らせ.pdf"", ""2026年3月期通期連結業績予想および期末配当予想の修正に関するお知らせ"")",価格改定 計画を上 上方修正,2,1 2,予想の修正,https://www.release.tdnet.info/inbs/140120260123537940.pdf
20260209,15:40,4884,G-クリングル,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550765.pdf"", ""2026年9月期第1四半期決算について(決算説明資料)"")","=HYPERLINK(""pdf_tmp/20260209/4884_1540_G-クリングル_2026年9月期第1四半期決算について(決算説明資料).pdf"", ""2026年9月期第1四半期決算について(決算説明資料)"")",トップシェア 悪化,2,23 28,説明資料,https://www.release.tdnet.info/inbs/140120260206550765.pdf
20260209,14:00,5142,アキレス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550510.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260209/5142_1400_アキレス_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定 需要の回復 悪化 上方修正,2,4 6,決算短信,https://www.release.tdnet.info/inbs/140120260206550510.pdf
20260209,14:00,5142,アキレス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260205548439.pdf"", ""通期業績予想の上方修正及び特別損失の計上に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260209/5142_1400_アキレス_通期業績予想の上方修正及び特別損失の計上に関するお知らせ.pdf"", ""通期業績予想の上方修正及び特別損失の計上に関するお知らせ"")",上方修正 大幅,2,1 2,その他,https://www.release.tdnet.info/inbs/140120260205548439.pdf
