日付,コード,PDFファイル名,キーワード,ヒットページ数,記述されているページ,検索キーワード一覧
20260213,2780,2780_1600_コメ兵HD_2026年3月期第3四半期 決算説明資料.pdf,大幅 想定以上 計画を下 シェア拡大 悪化,11,2 3 4 11 13 21 22 36 58 59 60,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,3300,3300_1530_G-アンビションDX_2026年6月期 第2四半期(中間期)決算説明資料.pdf,大幅 計画を上,11,3 4 8 10 12 25 26 27 36 43 51,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,3696,3696_1200_セレス_2025年12月期 決算説明資料.pdf,大幅 未達 価格改定,11,3 4 5 8 10 11 15 21 29 31 35,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,3916,3916_1530_DIT_2026年6月期 第2四半期決算説明資料.pdf,計画を上 シェア拡大 大幅 上方修正,11,4 10 12 13 14 15 17 24 32 37 41,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4448,4448_1600_G-kubell_2025年12月期 通期決算説明資料.pdf,大幅 上方修正 価格改定,11,2 6 14 15 38 56 58 67 71 72 116,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,5707,5707_1530_東邦鉛_2026年3月期(FY2025)第3四半期決算説明資料.pdf,増産 価格転嫁 想定以上 上方修正 悪化 値上 大幅,11,2 4 5 9 11 12 17 19 20 27 35,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6240,6240_1530_ヤマシンフィルタ_2026年3月期第3四半期決算説明資料.pdf,大幅 需要回復 需要の回復 シェア拡大 上方修正,11,8 14 15 18 20 24 26 27 33 35 36,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6571,6571_1600_キュービーネットHD_2026年6月期 第2四半期決算説明資料.pdf,価格改定 大幅 計画を上 需要回復 値上,11,4 5 6 7 9 11 14 17 22 23 30,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,290A,290A_1530_G-Syns_2025年12月期通期決算説明資料.pdf,増産 大幅,10,5 6 18 23 25 26 28 30 32 56,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4450,4450_1530_G-PSOL_2025年12月期決算説明資料(事業計画および成長可能性資料).pdf,上方修正 大幅 計画を上 悪化,10,3 4 8 12 17 36 66 67 68 71,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4932,4932_1530_アルマード_2026年3月期 第3四半期決算説明資料.pdf,下方修正 未達 大幅 計画を上 計画を下 計画以 悪化,10,2 3 5 6 7 8 9 14 15 16,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,7685,7685_1530_G-BUYSELL_2025年12月期 決算説明資料.pdf,上方修正 大幅 計画を上 シェア拡大 値上,10,2 5 7 10 11 16 35 39 52 76,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,268A,268A_1530_リガク_2025年12月期決算説明資料.pdf,大幅 悪化 未達 シェア拡大 増産 値上,9,2 5 6 7 8 9 10 17 19,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,298A,298A_1530_G-GVATECH_2025年12月期決算説明資料.pdf,大幅 未達,9,2 13 15 25 26 47 50 51 58,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,3968,3968_1600_セグエ_2025年12月期決算補足説明資料.pdf,大幅 上方修正,9,2 4 5 7 8 9 12 15 16,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4168,4168_1530_G-ヤプリ_2025年12月期 決算説明資料.pdf,大幅 上方修正 悪化,9,14 19 25 29 32 33 44 46 56,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6232,6232_1530_G-ACSL_事業計画及び成長可能性に関する事項.pdf,大幅 未達 需要が低 悪化,9,25 26 27 28 30 31 43 50 53,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,8769,8769_1530_ARM_2026年3月期 第3四半期決算説明資料.pdf,大幅 価格改定,9,6 11 14 16 18 19 21 23 31,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,9621,9621_1530_建設技研_第63期期末決算説明資料.pdf,未達 計画を上 大幅 上方修正,9,6 11 17 18 22 23 26 29 31,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,3445,3445_1530_RSTECH_2025年12月期 決算説明資料.pdf,増産 需要回復 シェア拡大 大幅,8,4 6 14 26 27 36 50 51,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,352A,352A_1531_G-LOIVE_2026年3月期第3四半期 決算説明会資料.pdf,未達 下方修正 シェア拡大 大幅,8,13 15 16 18 24 25 27 29,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4179,4179_1530_G-ジーネクスト_2026年3月期第3四半期決算説明資料.pdf,値上 未達 大幅 価格改定 想定以上,8,8 9 16 17 21 37 41 71,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,5256,5256_1600_G-Fusic_2026年6月期第2四半期決算補足説明資料.pdf,大幅 シェア拡大,8,10 13 17 23 24 25 28 29,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6232,6232_1530_G-ACSL_2025年12月期 通期決算説明資料.pdf,大幅 未達,8,7 8 9 10 12 13 24 35,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6310,6310_1530_井関農_2025年12月期 決算補足説明資料.pdf,大幅 価格改定 悪化,8,2 5 6 8 9 10 11 17,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6568,6568_1530_G-神戸天然物化学_2026年3月期 第3四半期決算説明資料.pdf,想定以上 上方修正 悪化 需要回復 大幅,8,2 4 5 6 7 12 15 16,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,7044,7044_1530_ピアラ_2025年12月期 通期決算補足資料.pdf,大幅 未達 悪化 シェア拡大,8,8 9 14 16 26 33 44 55,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,7354,7354_1530_DmMiX_2025年12月期通期決算説明資料.pdf,価格交渉 大幅 価格転嫁 上方修正 計画を上 シェア拡大 未達,8,4 5 6 12 18 52 53 54,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,2429,2429_1530_ワールドHD_2025年12月期決算説明資料.pdf,大幅 計画を上 計画を下,7,4 8 19 23 27 29 32,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,248A,248A_1530_G-キッズスター_2025年12月期決算説明資料.pdf,計画を上 大幅 計画を下 未達,7,2 8 10 11 14 19 27,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,2501,2501_1400_サッポロHD_2025年12月期 決算短信〔IFRS〕(連結).pdf,価格改定 悪化 需要が低 需要回復,7,5 6 7 10 11 32 37,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,2931,2931_1540_ユーグレナ_2025年12月期通期決算説明および今後の展望.pdf,大幅 未達 価格改定 価格転嫁,7,2 7 8 9 21 29 47,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,3486,3486_1530_グローバルリンクM_2025年12月期決算説明資料.pdf,計画を上 想定以上 上方修正 価格交渉 価格転嫁 悪化,7,5 6 7 8 13 32 33,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,3979,3979_1200_G-うるる_2026年3月期 第3四半期 決算説明資料.pdf,大幅 計画を下 価格改定 シェア拡大,7,9 10 20 21 25 52 60,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4004,4004_1530_レゾナックHD_2025年12月期決算説明資料.pdf,需要の回復 値上 悪化 大幅 価格改定,7,10 13 14 18 20 25 41,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4395,4395_1600_G-アクリート_2025年12月期 決算補足説明資料.pdf,大幅 計画を上 シェア拡大,7,3 4 5 6 9 10 11,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4681,4681_1200_リゾートトラ_2026年3月期 第3四半期決算説明資料.pdf,計画を上 値上 価格改定,7,3 4 5 14 18 24 31,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,4935,4935_1600_リベルタ_2025年12月期通期決算説明資料.pdf,未達 計画を上 計画を下 大幅 計画以 価格改定,7,17 18 21 22 27 28 57,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,5258,5258_1615_G-TMN_2026年3月期第3四半期決算説明資料.pdf,未達 大幅 下方修正 悪化,7,7 9 15 17 46 49 51,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6361,6361_1540_荏原製_長期ビジョン「E-Vision2035」及び中期経営計画「E-Plan2028」策定に関するお知らせ.pdf,増産 トップシェア シェア拡大,7,25 29 33 34 37 40 41,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6464,6464_1600_ツバキ・ナカシマ_2025年12月期決算説明資料.pdf,大幅 想定以上 未達 価格転嫁,7,9 10 12 17 18 19 31,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6561,6561_1600_G-HANATOUR_2025年12月期 決算補足説明資料.pdf,需要回復 需要の回復 悪化 シェア拡大,7,4 7 10 18 22 29 31,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,6914,6914_1530_オプテックスグループ_2025年12月期 決算説明資料.pdf,大幅 価格改定 シェア拡大 需要回復 トップシェア,7,4 8 10 14 18 21 48,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,7119,7119_1530_G-ハルメクHD_2026年3月期 第3四半期決算説明資料.pdf,値上 大幅 想定以上,7,5 7 10 16 36 38 39,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,7374,7374_1530_G-コンフィデンスI_2026年3月期 第3四半期決算説明資料.pdf,下方修正 需要回復 需要の回復 悪化 上方修正,7,4 5 9 10 11 19 40,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,145A,145A_1530_G-エルイズビー_2025年 12月期 通期 決算説明資料.pdf,価格改定 大幅,6,15 18 24 41 66 73,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
20260213,2196,2196_1530_エスクリ_2026年3月期 第3四半期決算説明資料.pdf,下方修正 大幅 シェア拡大,6,15 47 48 50 53 57,価格交渉 / 増産 / 価格改定 / 価格転嫁 / 値上 / 想定以上 / 上方修正 / 下方修正 / 想定以下 / 未達 / 大幅 / 計画を上 / 計画を下 / 計画以 / 需要回復 / 需要の回復 / 需要が増 / 需要が低 / 悪化 / グローバルニッチトップ / トップシェア / シェア拡大 / レアアース
